wk_file,wk_rank,wr_file,wr_rank,bk_file,bk_rank,target_raw,target_depth,target_bucket,bk_edge_dist,bk_corner_dist,bk_center_dist,wk_bk_chebyshev,wr_bk_manhattan,wk_wr_chebyshev,wk_bk_euclidean,wr_bk_euclidean,wr_bk_aligned,wk_support_close,bk_on_edge,bk_in_corner,wk_square,wr_square,bk_square,position_id,active_color,fullmove_number,fen
1,1,5,3,4,4,draw,-1,draw,3,3,0,3,2,4,4.242640687119285,1.4142135623730951,0,0,0,0,a1,e3,d4,55,w,1,8/8/8/8/3k4/4R3/8/K7 w - - 0 1
1,1,5,3,5,2,draw,-1,draw,1,3,2,4,1,4,4.123105625617661,1.0,1,0,0,0,a1,e3,e2,56,w,1,8/8/8/8/8/4R3/4k3/K7 w - - 0 1
1,1,5,3,5,4,draw,-1,draw,3,3,0,4,1,4,5.0,1.0,1,0,0,0,a1,e3,e4,57,w,1,8/8/8/8/4k3/4R3/8/K7 w - - 0 1
1,1,5,3,6,2,draw,-1,draw,1,2,2,5,2,4,5.0990195135927845,1.4142135623730951,0,0,0,0,a1,e3,f2,58,w,1,8/8/8/8/8/4R3/5k2/K7 w - - 0 1
1,1,5,3,6,3,draw,-1,draw,2,2,1,5,1,4,5.385164807134504,1.0,1,0,0,0,a1,e3,f3,59,w,1,8/8/8/8/8/4Rk2/8/K7 w - - 0 1
1,1,5,3,6,4,draw,-1,draw,2,3,1,5,2,4,5.830951894845301,1.4142135623730951,0,0,0,0,a1,e3,f4,60,w,1,8/8/8/8/5k2/4R3/8/K7 w - - 0 1
1,1,5,4,4,3,draw,-1,draw,2,3,1,3,2,4,3.605551275463989,1.4142135623730951,0,0,0,0,a1,e4,d3,61,w,1,8/8/8/8/4R3/3k4/8/K7 w - - 0 1
1,1,5,4,4,4,draw,-1,draw,3,3,0,3,1,4,4.242640687119285,1.0,1,0,0,0,a1,e4,d4,62,w,1,8/8/8/8/3kR3/8/8/K7 w - - 0 1
1,1,5,4,5,3,draw,-1,draw,2,3,1,4,1,4,4.47213595499958,1.0,1,0,0,0,a1,e4,e3,63,w,1,8/8/8/8/4R3/4k3/8/K7 w - - 0 1
1,1,5,4,5,5,draw,-1,draw,3,3,0,4,1,4,5.656854249492381,1.0,1,0,0,0,a1,e4,e5,64,w,1,8/8/8/4k3/4R3/8/8/K7 w - - 0 1
1,1,5,4,6,3,draw,-1,draw,2,2,1,5,2,4,5.385164807134504,1.4142135623730951,0,0,0,0,a1,e4,f3,65,w,1,8/8/8/8/4R3/5k2/8/K7 w - - 0 1
1,1,5,4,6,4,draw,-1,draw,2,3,1,5,1,4,5.830951894845301,1.0,1,0,0,0,a1,e4,f4,66,w,1,8/8/8/8/4Rk2/8/8/K7 w - - 0 1
1,1,5,4,6,5,draw,-1,draw,2,3,1,5,2,4,6.4031242374328485,1.4142135623730951,0,0,0,0,a1,e4,f5,67,w,1,8/8/8/5k2/4R3/8/8/K7 w - - 0 1
1,1,5,5,4,4,draw,-1,draw,3,3,0,3,2,4,4.242640687119285,1.4142135623730951,0,0,0,0,a1,e5,d4,68,w,1,8/8/8/4R3/3k4/8/8/K7 w - - 0 1
1,1,5,5,5,4,draw,-1,draw,3,3,0,4,1,4,5.0,1.0,1,0,0,0,a1,e5,e4,69,w,1,8/8/8/4R3/4k3/8/8/K7 w - - 0 1
1,1,5,5,6,4,draw,-1,draw,2,3,1,5,2,4,5.830951894845301,1.4142135623730951,0,0,0,0,a1,e5,f4,70,w,1,8/8/8/4R3/5k2/8/8/K7 w - - 0 1
1,1,5,5,6,5,draw,-1,draw,2,3,1,5,1,4,6.4031242374328485,1.0,1,0,0,0,a1,e5,f5,71,w,1,8/8/8/4Rk2/8/8/8/K7 w - - 0 1
1,1,5,5,6,6,draw,-1,draw,2,2,1,5,2,4,7.0710678118654755,1.4142135623730951,0,0,0,0,a1,e5,f6,72,w,1,8/8/5k2/4R3/8/8/8/K7 w - - 0 1
1,1,5,6,6,5,draw,-1,draw,2,3,1,5,2,5,6.4031242374328485,1.4142135623730951,0,0,0,0,a1,e6,f5,73,w,1,8/8/4R3/5k2/8/8/8/K7 w - - 0 1
1,1,6,1,5,1,draw,-1,draw,0,3,3,4,1,5,4.0,1.0,1,0,1,0,a1,f1,e1,74,w,1,8/8/8/8/8/8/8/K3kR2 w - - 0 1
1,1,6,1,5,2,draw,-1,draw,1,3,2,4,2,5,4.123105625617661,1.4142135623730951,0,0,0,0,a1,f1,e2,75,w,1,8/8/8/8/8/8/4k3/K4R2 w - - 0 1
1,1,6,1,6,2,draw,-1,draw,1,2,2,5,1,5,5.0990195135927845,1.0,1,0,0,0,a1,f1,f2,76,w,1,8/8/8/8/8/8/5k2/K4R2 w - - 0 1
1,1,6,1,7,1,draw,-1,draw,0,1,3,6,1,5,6.0,1.0,1,0,1,0,a1,f1,g1,77,w,1,8/8/8/8/8/8/8/K4Rk1 w - - 0 1
1,1,6,1,7,2,draw,-1,draw,1,1,2,6,2,5,6.082762530298219,1.4142135623730951,0,0,0,0,a1,f1,g2,78,w,1,8/8/8/8/8/8/6k1/K4R2 w - - 0 1
1,1,6,2,5,1,draw,-1,draw,0,3,3,4,2,5,4.0,1.4142135623730951,0,0,1,0,a1,f2,e1,79,w,1,8/8/8/8/8/8/5R2/K3k3 w - - 0 1
1,1,6,2,5,2,draw,-1,draw,1,3,2,4,1,5,4.123105625617661,1.0,1,0,0,0,a1,f2,e2,80,w,1,8/8/8/8/8/8/4kR2/K7 w - - 0 1
1,1,6,2,5,3,draw,-1,draw,2,3,1,4,2,5,4.47213595499958,1.4142135623730951,0,0,0,0,a1,f2,e3,81,w,1,8/8/8/8/8/4k3/5R2/K7 w - - 0 1
1,1,6,2,6,1,draw,-1,draw,0,2,3,5,1,5,5.0,1.0,1,0,1,0,a1,f2,f1,82,w,1,8/8/8/8/8/8/5R2/K4k2 w - - 0 1
1,1,6,2,6,3,draw,-1,draw,2,2,1,5,1,5,5.385164807134504,1.0,1,0,0,0,a1,f2,f3,83,w,1,8/8/8/8/8/5k2/5R2/K7 w - - 0 1
1,1,6,2,7,1,draw,-1,draw,0,1,3,6,2,5,6.0,1.4142135623730951,0,0,1,0,a1,f2,g1,84,w,1,8/8/8/8/8/8/5R2/K5k1 w - - 0 1
1,1,6,2,7,2,draw,-1,draw,1,1,2,6,1,5,6.082762530298219,1.0,1,0,0,0,a1,f2,g2,85,w,1,8/8/8/8/8/8/5Rk1/K7 w - - 0 1
1,1,6,2,7,3,draw,-1,draw,1,2,2,6,2,5,6.324555320336759,1.4142135623730951,0,0,0,0,a1,f2,g3,86,w,1,8/8/8/8/8/6k1/5R2/K7 w - - 0 1
1,1,6,3,5,2,draw,-1,draw,1,3,2,4,2,5,4.123105625617661,1.4142135623730951,0,0,0,0,a1,f3,e2,87,w,1,8/8/8/8/8/5R2/4k3/K7 w - - 0 1
1,1,6,3,5,3,draw,-1,draw,2,3,1,4,1,5,4.47213595499958,1.0,1,0,0,0,a1,f3,e3,88,w,1,8/8/8/8/8/4kR2/8/K7 w - - 0 1
1,1,6,3,5,4,draw,-1,draw,3,3,0,4,2,5,5.0,1.4142135623730951,0,0,0,0,a1,f3,e4,89,w,1,8/8/8/8/4k3/5R2/8/K7 w - - 0 1
1,1,6,3,6,2,draw,-1,draw,1,2,2,5,1,5,5.0990195135927845,1.0,1,0,0,0,a1,f3,f2,90,w,1,8/8/8/8/8/5R2/5k2/K7 w - - 0 1
1,1,6,3,6,4,draw,-1,draw,2,3,1,5,1,5,5.830951894845301,1.0,1,0,0,0,a1,f3,f4,91,w,1,8/8/8/8/5k2/5R2/8/K7 w - - 0 1
1,1,6,3,7,2,draw,-1,draw,1,1,2,6,2,5,6.082762530298219,1.4142135623730951,0,0,0,0,a1,f3,g2,92,w,1,8/8/8/8/8/5R2/6k1/K7 w - - 0 1
1,1,6,3,7,3,draw,-1,draw,1,2,2,6,1,5,6.324555320336759,1.0,1,0,0,0,a1,f3,g3,93,w,1,8/8/8/8/8/5Rk1/8/K7 w - - 0 1
1,1,6,3,7,4,draw,-1,draw,1,3,2,6,2,5,6.708203932499369,1.4142135623730951,0,0,0,0,a1,f3,g4,94,w,1,8/8/8/8/6k1/5R2/8/K7 w - - 0 1
1,1,6,4,5,3,draw,-1,draw,2,3,1,4,2,5,4.47213595499958,1.4142135623730951,0,0,0,0,a1,f4,e3,95,w,1,8/8/8/8/5R2/4k3/8/K7 w - - 0 1
1,1,6,4,5,4,draw,-1,draw,3,3,0,4,1,5,5.0,1.0,1,0,0,0,a1,f4,e4,96,w,1,8/8/8/8/4kR2/8/8/K7 w - - 0 1
1,1,6,4,5,5,draw,-1,draw,3,3,0,4,2,5,5.656854249492381,1.4142135623730951,0,0,0,0,a1,f4,e5,97,w,1,8/8/8/4k3/5R2/8/8/K7 w - - 0 1
1,1,6,4,6,3,draw,-1,draw,2,2,1,5,1,5,5.385164807134504,1.0,1,0,0,0,a1,f4,f3,98,w,1,8/8/8/8/5R2/5k2/8/K7 w - - 0 1
1,1,6,4,6,5,draw,-1,draw,2,3,1,5,1,5,6.4031242374328485,1.0,1,0,0,0,a1,f4,f5,99,w,1,8/8/8/5k2/5R2/8/8/K7 w - - 0 1
1,1,6,4,7,3,draw,-1,draw,1,2,2,6,2,5,6.324555320336759,1.4142135623730951,0,0,0,0,a1,f4,g3,100,w,1,8/8/8/8/5R2/6k1/8/K7 w - - 0 1
1,1,6,4,7,4,draw,-1,draw,1,3,2,6,1,5,6.708203932499369,1.0,1,0,0,0,a1,f4,g4,101,w,1,8/8/8/8/5Rk1/8/8/K7 w - - 0 1
1,1,6,4,7,5,draw,-1,draw,1,3,2,6,2,5,7.211102550927978,1.4142135623730951,0,0,0,0,a1,f4,g5,102,w,1,8/8/8/6k1/5R2/8/8/K7 w - - 0 1
1,1,6,5,5,4,draw,-1,draw,3,3,0,4,2,5,5.0,1.4142135623730951,0,0,0,0,a1,f5,e4,103,w,1,8/8/8/5R2/4k3/8/8/K7 w - - 0 1
1,1,6,5,5,5,draw,-1,draw,3,3,0,4,1,5,5.656854249492381,1.0,1,0,0,0,a1,f5,e5,104,w,1,8/8/8/4kR2/8/8/8/K7 w - - 0 1
1,1,6,5,6,4,draw,-1,draw,2,3,1,5,1,5,5.830951894845301,1.0,1,0,0,0,a1,f5,f4,105,w,1,8/8/8/5R2/5k2/8/8/K7 w - - 0 1
1,1,6,5,6,6,draw,-1,draw,2,2,1,5,1,5,7.0710678118654755,1.0,1,0,0,0,a1,f5,f6,106,w,1,8/8/5k2/5R2/8/8/8/K7 w - - 0 1
1,1,6,5,7,4,draw,-1,draw,1,3,2,6,2,5,6.708203932499369,1.4142135623730951,0,0,0,0,a1,f5,g4,107,w,1,8/8/8/5R2/6k1/8/8/K7 w - - 0 1
1,1,6,5,7,5,draw,-1,draw,1,3,2,6,1,5,7.211102550927978,1.0,1,0,0,0,a1,f5,g5,108,w,1,8/8/8/5Rk1/8/8/8/K7 w - - 0 1
1,1,6,5,7,6,draw,-1,draw,1,2,2,6,2,5,7.810249675906654,1.4142135623730951,0,0,0,0,a1,f5,g6,109,w,1,8/8/6k1/5R2/8/8/8/K7 w - - 0 1
1,1,6,6,5,5,draw,-1,draw,3,3,0,4,2,5,5.656854249492381,1.4142135623730951,0,0,0,0,a1,f6,e5,110,w,1,8/8/5R2/4k3/8/8/8/K7 w - - 0 1
1,1,6,6,6,5,draw,-1,draw,2,3,1,5,1,5,6.4031242374328485,1.0,1,0,0,0,a1,f6,f5,111,w,1,8/8/5R2/5k2/8/8/8/K7 w - - 0 1
1,1,6,6,7,5,draw,-1,draw,1,3,2,6,2,5,7.211102550927978,1.4142135623730951,0,0,0,0,a1,f6,g5,112,w,1,8/8/5R2/6k1/8/8/8/K7 w - - 0 1
1,1,6,6,7,6,draw,-1,draw,1,2,2,6,1,5,7.810249675906654,1.0,1,0,0,0,a1,f6,g6,113,w,1,8/8/5Rk1/8/8/8/8/K7 w - - 0 1
1,1,6,6,7,7,draw,-1,draw,1,1,2,6,2,5,8.48528137423857,1.4142135623730951,0,0,0,0,a1,f6,g7,114,w,1,8/6k1/5R2/8/8/8/8/K7 w - - 0 1
1,1,6,7,7,6,draw,-1,draw,1,2,2,6,2,6,7.810249675906654,1.4142135623730951,0,0,0,0,a1,f7,g6,115,w,1,8/5R2/6k1/8/8/8/8/K7 w - - 0 1
1,1,7,1,6,1,draw,-1,draw,0,2,3,5,1,6,5.0,1.0,1,0,1,0,a1,g1,f1,116,w,1,8/8/8/8/8/8/8/K4kR1 w - - 0 1
1,1,7,1,6,2,draw,-1,draw,1,2,2,5,2,6,5.0990195135927845,1.4142135623730951,0,0,0,0,a1,g1,f2,117,w,1,8/8/8/8/8/8/5k2/K5R1 w - - 0 1
1,1,7,1,7,2,draw,-1,draw,1,1,2,6,1,6,6.082762530298219,1.0,1,0,0,0,a1,g1,g2,118,w,1,8/8/8/8/8/8/6k1/K5R1 w - - 0 1
1,1,7,1,8,1,draw,-1,draw,0,0,3,7,1,6,7.0,1.0,1,0,1,1,a1,g1,h1,119,w,1,8/8/8/8/8/8/8/K5Rk w - - 0 1
1,1,7,1,8,2,draw,-1,draw,0,1,3,7,2,6,7.0710678118654755,1.4142135623730951,0,0,1,0,a1,g1,h2,120,w,1,8/8/8/8/8/8/7k/K5R1 w - - 0 1
1,1,7,2,6,1,draw,-1,draw,0,2,3,5,2,6,5.0,1.4142135623730951,0,0,1,0,a1,g2,f1,121,w,1,8/8/8/8/8/8/6R1/K4k2 w - - 0 1
1,1,7,2,6,2,draw,-1,draw,1,2,2,5,1,6,5.0990195135927845,1.0,1,0,0,0,a1,g2,f2,122,w,1,8/8/8/8/8/8/5kR1/K7 w - - 0 1
1,1,7,2,6,3,draw,-1,draw,2,2,1,5,2,6,5.385164807134504,1.4142135623730951,0,0,0,0,a1,g2,f3,123,w,1,8/8/8/8/8/5k2/6R1/K7 w - - 0 1
1,1,7,2,7,1,draw,-1,draw,0,1,3,6,1,6,6.0,1.0,1,0,1,0,a1,g2,g1,124,w,1,8/8/8/8/8/8/6R1/K5k1 w - - 0 1
1,1,7,2,7,3,draw,-1,draw,1,2,2,6,1,6,6.324555320336759,1.0,1,0,0,0,a1,g2,g3,125,w,1,8/8/8/8/8/6k1/6R1/K7 w - - 0 1
1,1,7,2,8,1,draw,-1,draw,0,0,3,7,2,6,7.0,1.4142135623730951,0,0,1,1,a1,g2,h1,126,w,1,8/8/8/8/8/8/6R1/K6k w - - 0 1
1,1,7,2,8,2,draw,-1,draw,0,1,3,7,1,6,7.0710678118654755,1.0,1,0,1,0,a1,g2,h2,127,w,1,8/8/8/8/8/8/6Rk/K7 w - - 0 1
1,1,7,2,8,3,draw,-1,draw,0,2,3,7,2,6,7.280109889280518,1.4142135623730951,0,0,1,0,a1,g2,h3,128,w,1,8/8/8/8/8/7k/6R1/K7 w - - 0 1
1,1,7,3,6,2,draw,-1,draw,1,2,2,5,2,6,5.0990195135927845,1.4142135623730951,0,0,0,0,a1,g3,f2,129,w,1,8/8/8/8/8/6R1/5k2/K7 w - - 0 1
1,1,7,3,6,3,draw,-1,draw,2,2,1,5,1,6,5.385164807134504,1.0,1,0,0,0,a1,g3,f3,130,w,1,8/8/8/8/8/5kR1/8/K7 w - - 0 1
1,1,7,3,6,4,draw,-1,draw,2,3,1,5,2,6,5.830951894845301,1.4142135623730951,0,0,0,0,a1,g3,f4,131,w,1,8/8/8/8/5k2/6R1/8/K7 w - - 0 1
1,1,7,3,7,2,draw,-1,draw,1,1,2,6,1,6,6.082762530298219,1.0,1,0,0,0,a1,g3,g2,132,w,1,8/8/8/8/8/6R1/6k1/K7 w - - 0 1
1,1,7,3,7,4,draw,-1,draw,1,3,2,6,1,6,6.708203932499369,1.0,1,0,0,0,a1,g3,g4,133,w,1,8/8/8/8/6k1/6R1/8/K7 w - - 0 1
1,1,7,3,8,2,draw,-1,draw,0,1,3,7,2,6,7.0710678118654755,1.4142135623730951,0,0,1,0,a1,g3,h2,134,w,1,8/8/8/8/8/6R1/7k/K7 w - - 0 1
1,1,7,3,8,3,draw,-1,draw,0,2,3,7,1,6,7.280109889280518,1.0,1,0,1,0,a1,g3,h3,135,w,1,8/8/8/8/8/6Rk/8/K7 w - - 0 1
1,1,7,3,8,4,draw,-1,draw,0,3,3,7,2,6,7.615773105863909,1.4142135623730951,0,0,1,0,a1,g3,h4,136,w,1,8/8/8/8/7k/6R1/8/K7 w - - 0 1
